"Name","Type","Latitude","Longitude","Address"
"Bengaluru Child Neurology and Rehabilitaion Centre","hospital","12.9735574","77.5461246","Hans Complex, Manuvana, Vijayanagar, Bengaluru"
"Sumati Hospital","hospital","12.976379","77.524439","Srinivasnagar, Amarajyothi Nagar, Vijayanagar, Bengaluru"
"Dr. Hemant Agrawal","hospital","12.9583212","77.659636","Konena Agrahara, Murgesh Pallya, Bengaluru"
"Dr. Nothesh Child Specialist","hospital","12.975423","77.540659","Near SBI, Vijayanagar, Bengaluru"
"Swasthya Hospitals","hospital","12.9544981","77.6401572","Amarjyoti Layout, Domlur, Bengaluru"
"Miracle Hopital","hospital","12.958861","77.654322","Kaveri Nagar, Murgesh Pallya, Bengaluru"
"Sastry Memorial Hospital","hospital","12.9698787","77.5332834","Vijaya Nagar, Bengaluru"
"Hospitec Multispeciality Hospital","hospital","12.8859649","77.6489078","AECS Layout, Kudlu"
"Sri Venkateswara Hospital","hospital","12.9056165","77.6122688","EWS Colony, BTM Layout, Bengaluru"
"Rajashri Grandhim Hospitals","hospital","12.895426","77.607662","Vijaya Bank Layout, Bilekahalli, Bengaluru"
"Goldage Hospital","hospital","12.8908362","77.6040715","Duo Heights Layout, Devarachiknahalli, Bengaluru"
"Vinayaka Hospital","hospital","12.93753","77.549675","Srinivasnagar, Banashankari, Bengaluru"
"Unani Hospital","hospital","12.9633185","77.5790145","Near Jamia Masjid, NR Road, Bengaluru"
"Rahul Maternity & Child Health Centre","hospital","12.9596227","77.6146819","Austin Town, Neelasandra, Bengaluru"
"Bangaluru Unani Hospital","hospital","12.9405198","77.5794387","Basavanagudi, Bengaluru"
"Medcare Hospital","hospital","12.953049","77.574203","S.S. Temple Street, V V Puram, Bengaluru"
"Sumanjara Hospital","hospital","12.9417439","77.5601782","50 Feet Road, Basavanagadi, Banashankari, Bengaluru"
"Corporation Hospital","hospital","12.961345","77.560893","Mahaveer Arcade, Sirsi Road, Chamrajpet, Bengaluru"
"Mitralaya Hospital","hospital","12.945591","77.5712865","DVG Road, Gandhi Bazaar, Basavanagudi, Bengaluru"
"People Tree Hospitals","hospital","12.942076","77.553598","Dasarhalli, Srinagar, Banashankari, Bengaluru"
"Apollo Specialty Hospital","hospital","12.936459","77.584422","Jaya Nagar East, Jayanagar, Bengaluru"
"Government Hospital","hospital","12.9609494","77.5613939","Sirsi Road, Chamrajpet, Bengaluru"
"Verna Hospital","hospital","12.940404","77.5580361","SBM Colony, Banashankari, Bengaluru"
"Government Hospital, Banglore","hospital","12.9587464","77.5573456","Ramachandra Agrahara, Azad Nagar, Bengaluru"
"Royan Maternity & Child Welfare Centre","hospital","12.960311","77.568274","Kamalanagar, Chamrajpet, Bengaluru"
"Alisa Eye Hospital","hospital","12.9652304","77.6104334","Campbell Road, Bangalore"
"Shekhar Hospital","hospital","12.945944","77.567404","Bull Temple Road, Hanumanthnagar, Bengaluru"
"Government Hospital","hospital","12.949104","77.563226","RK Mutt Layout, Kempegowda Nagar, Bengaluru"
"Jeevini Sarvodaya Hospital","hospital","12.9415883","77.5641917","Hanumanthnagar, Banashankari, Bengaluru"
"Mahaveer Ortho Care Speciality Centre","hospital","12.9569684","77.5695045","Shankar Mutt Road, Chikkanna Garden, Shankarapura, Bengaluru"
"Raghavendra Hospital","hospital","12.938787","77.554296","Banashankari, Bengaluru"
"Apaara Multi Speciality","hospital","12.938453","77.551329","Srinivasnagar, Banashankari, Bengaluru"
"Khincha Orthopaedic Centre","hospital","12.939882","77.573989","Krishna Rajendra Road, Basavanagudi, Bengaluru"
"Parameshwari Hospital","hospital","12.948971","77.563543","RK Mutt Layout, Gavipura, Kempegowda Nagar, Bengaluru"
"Drishti Nethralaya","hospital","12.9422541","77.5506328","Giri Nagar, Banashankari, Bengaluru"
"Furtde Hospital","hospital","12.9654649","77.5894756","Sampangi Rama Nagar, Bengaluru"
"Manavarthapet Pregnancy Hospital","hospital","12.9702549","77.5734571","Santhusapet, Bengaluru"
"Trinity Hospital and Heart Foundation","hospital","12.9434996","77.5796583","Basavanagudi, Bengaluru"
"Spandana Heart Centre","hospital","12.957222","77.566486","Chamrajpet, Bengaluru"
"Shas Eye Care","hospital","12.960296","77.614714","Victoria Layout, Bengaluru"
"Matha Pitha Hospital","hospital","12.9420276","77.575634","M N Krishna Rao Park Road, Basavanagudi, Bengaluru"
"ESI Hospital","hospital","12.972126","77.573351","JM Road, Upparpete, Bengaluru"
"Herige Hospital","hospital","12.960972","77.5609696","Chamrajpet, Bengaluru"
"Gleneagles Global Hospitals","hospital","12.9654497","77.5999044","Richmond Road, Shanthala Nagar, Ashok Nagar, Bengaluru"
"Punarjyoti Eye Hospital","hospital","12.9658901","77.589928","Ashwath Nagar, Sampangi Rama Nagara, Bengaluru"
"Swastik Eye Hospital","hospital","12.9479647","77.5696395","Vanivilas Road, Gandhi Bazaar, Basavanagudi, Bengaluru"
"Dave Gray Hospital","hospital","12.9458294","77.5799015","Rashtriya Vidyalaya Road, Basavanagudi, Bengaluru"
"Dr. Rudrappa's Hospital","hospital","12.9650303","77.5954946","Sampangi Rama Nagara, Bengaluru"
"Aveksha Hospital","hospital","13.081777","77.54091","Varadharaja Nagar, Varadarajaswamy Layout, Singapura, Bengaluru"
"Shishuka Children's Speciality Hospital","hospital","13.0193799","77.6535352","HRBR Layout, Banaswadi, Bengaluru"
"Skin Remediez","hospital","13.0091103","77.6579493","Lal Bahadur Nagar, Kasturi Nagar, Bengaluru"
"Navya Hospital","hospital","13.0524836","77.6120857","Mariyannapalya, Thanisandra, Bengaluru"
"Ovum Birthing Centre","hospital","13.0201491","77.6516628","HRBR Layout, Kalyan Nagar, Bengaluru"
"Icon Hospital","hospital","13.0528211","77.6041042","Hebbal Kempapura, Bengaluru"
"Medicure Hospital","hospital","13.0283463","77.6298629","HBR Layout, Bengaluru"
"Motherhood Women & Children Hospital","hospital","13.0102697","77.6525909","OMBR Layout, Banaswadi, Bengaluru"
"Santhamma Hospital","hospital","13.0866852","77.5535728","Abbasia Colony, Adityanagar, Vidyaranyapura, Bengaluru"
"Feran Hospital","hospital","13.0263661","77.6302142","HBR Layout, Kalyan Nagar, Bengaluru"
"Super Specialty Eye Hospital","hospital","13.0166883","77.6604049","Ramamurthy Nagar, Kuvempu Nagar, Bellandur, Bengaluru"
"Endocrine Speciality Centre","hospital","13.013761","77.648529","Balaji Layout, Subbaiahnapalya, Banaswadi, Bengaluru"
"Shree Sai Hospital","hospital","13.0885791","77.5455057","Vinayak Nagar, Vidyaranyapura, Bengaluru"
"Axis Hospital","hospital","13.065863","77.604213","Swami Vivekananda Layout, Amrutahalli, Bengaluru"
"Anjani Women's Day Care Hospital","hospital","13.0188119","77.647187","HRBR Layout, Banaswadi, Bengaluru"
"Eswar Women and Day Care Hospital","hospital","13.0658472","77.5992844","Talacauvery Layout, Sneha Nagar, Byatarayanapura, Bengaluru"
"CDEC Hospital","hospital","13.026989","77.6281742","HBR Layout, Bengaluru"
"Pranam Dental Hospital","hospital","13.029101","77.620568","Kadugondanahalli, Bengaluru"
"Milaan Hospital","hospital","13.0109537","77.6476418","Chikka Banaswadi, Banaswadi, Bengaluru"
"Cloudnine Hospital","hospital","13.020084","77.654053","Nanjappa Garden, Horamavu, Bengaluru"
"NDR Multi Speciality Hospital","hospital","13.1051735","77.6027864","Kogilu Main Road, Maruthi Nagar, Yelahanka, Bengaluru"
"Valens Hospitals","hospital","13.120977","77.6176084","Dwarka Nagar, Bengaluru"
"Bengalure Hospital","hospital","13.1039081","77.5754898","Yelahanka New Town, Bengaluru"
"Amruth Hospital","hospital","13.102578","77.627895","Agrahara Badavane, Bengaluru"
"Rangalakshmi Netralaya","hospital","13.098943","77.576716","Udaya Layout, Yelahanka New Town, Bengaluru"
"Saralaya Hospital","hospital","13.121743","77.629478","Saralaya Layout, Kattigenahalli, Bengaluru"
"Apurva Hospital","hospital","13.101335","77.59858","BB Road, Yelahanka, Bengaluru"
"Om Shakthi Hospital","hospital","13.1215701","77.6126077","Vinayak Nagar, Kattigenahalli, Bengaluru"
"Shadab Hospital","hospital","13.1025229","77.6278506","Kogilu Layout, Srinivaspur, Bengaluru"
"Rainbow Health Care","hospital","13.0997321","77.5760891","Yelahanka New Town, Bengaluru"
"Jayalakshmi Hospital","hospital","13.098909","77.596219","Gandhi Nagar, Yelahanka, Bengaluru"
"NDR Orthopaedic","hospital","13.10051","77.595603","Gandhi Nagar, Yelahanka, Bengaluru"
"Sri Arogya Hospital","hospital","13.1215659","77.6250507","Kattigenahalli, Bengaluru"
"Sapthagiri Hospital","hospital","13.1213668","77.6174817","Bagalur Main Road, Vinayak Nagar, Kattigenahalli, Bengaluru"
"Pavan Hospitals","hospital","13.0981485","77.596139","Gandhi Nagar, Yelahanka, Bengaluru"
"Kushi Hospital","hospital","13.0938081","77.5804166","Chikka Bommasandra, Yelahanka, Bengaluru"
"Varsha Hospital","hospital","13.1026581","77.6297932","Kogilu Layout, Srinivaspur, Bengaluru"
"Just Smiles","hospital","13.098668","77.5826843","Yelahanka New Town, Bengaluru"
"Lavis Hospital","hospital","12.925461","77.609021","Maruti Nagar, Brindavan Nagar, BTM Layout, Bengaluru"
"Sevakshetra Hospital","hospital","12.9215119","77.5724702","Banashankari, Bengaluru"
"Perfetual Help Hospital","hospital","12.9055752","77.5425258","Uttarahalli, Bengaluru"
"Shree Vaishnavi Heart Centre and Multi Speciality","hospital","12.9121632","77.6098276","Mahadeshwara Nagar, BTM Layout, Bengaluru"
"Marigold Hospital","hospital","12.9136262","77.6045369","BTM, Bengaluru"
"Bharathi Hospitals","hospital","12.9334096","77.5622345","Vidyapeeta Layout, Basavanagudi, Bengaluru"
"Devi Hospital","hospital","12.9239445","77.6198634","Sidharata Colony, Santhosapuram, Koramangala, Bengaluru"
"Devagiri Hospital","hospital","12.924153","77.565797","Banashankari, Bengaluru"
"Pothys Hospital","hospital","12.9159348","77.6034098","Bannerghatta Main Road, BTM, Bengaluru"
"Center for Liver Disease Hospital","hospital","12.916234","77.593019","J.P. Nagar, Bengaluru"
"Sudha Prevention Centre","hospital","12.9254569","77.5467101","Banashankari, Bengaluru"
"Sahasra Hospital","hospital","12.920651","77.5746118","Jayanagar, Bengaluru"
"Health India Hospital","hospital","12.9265183","77.6090995","Brindavan Nagar, S.G. Palya, Bengaluru"
"Shanti Hospital","hospital","12.9202202","77.5772991","Jayanagar, Bengaluru"
"Spurthy Hospital","hospital","12.923857","77.611355","Taverekere, Bengaluru"
"Apollo Cradle Maternity & Children's Hospital","hospital","12.916885","77.585258","TMC Layout, Jayanagar, Bengaluru"
"St. Martha's Hospital","hospital","12.906113","77.542548","Simhadri layout, Uttarahalli Hobli, Bengaluru"
"Chinmaya Hrudayalaya","hospital","12.9778121","77.6459447",""
"Government Hospital","hospital","13.0803204","77.5535057","Jamia Masjid Rd, Mohammed Sab Palya, Vidyaranyapura, Bengaluru, Karnataka"
"Bangalore Healthcare Center Pranav Ayurveda Hospital","hospital","13.0770012","77.5581038","OPP HDFC BANK,VIDYARANYAPURA Main Road, Opposite HDFC Bank, Vidyaranyapura Main Road Near NTI Ground, NTI Layout, Vidyaranyapura, Bengaluru, Karnataka"
"Government Hospital","hospital","13.070554","77.5388968","KVP Nagar, Jalahalli, Bengaluru, Karnataka"
"Kruthika Hospital","hospital","13.0650144","77.5041964","Bus Stop, Bus Stop, Bonemill, Hesarghatta Main Rd, Soundarya Layout, Bengaluru, Karnataka"
"Dr Saju George Kottakkal","hospital","13.0621628","77.5177637","342, 6th Cross, Brindavan Layout, Shetty Halli, Jalahalli West, Bengaluru, Karnataka"
"Fathima Hospital","hospital","13.0559513","77.5329456","144, Kammagondana Halli Main Rd, Kammagondahalli, Jalahalli, Bengaluru, Karnataka"
"Esi Dispensary","hospital","13.0439933","77.5065494","Vidya Nagar, Peenya, Bengaluru, Karnataka"
"Ashwini Hospital","hospital","13.0313399","77.5055985","Bengaluru, Nalagadderanahalli, Peenya, Bengaluru, Karnataka"
"Esi Hospital Peenya 1st Stage","hospital","13.0280728","77.5231858","KIADB Housing Complex, Peenya, Yeshwanthpur Suburb II Stage, KIADB Housing Complex, Peenya, Bengaluru, Karnataka"
"Nayanalaya Super Speciality Eye Care Centre","hospital","13.006795","77.571159","260/1, Abhiram, Near 17th Cross, Sampige Road, Malleswaram, Ranganathapura, Malleshwaram, Bengaluru, Karnataka"
"Srinidhi Health Centre","hospital","13.005821","77.5725746","17, 3rd, 15th-16th Cross, Temple Road, Malleshwaram Bengaluru, Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka"
"Orthopedic & Eye Care Center","hospital","13.0054934","77.5719519","1/1, 15th Cross 1st Temple Road, Behind-Hotel Adigas Sampige, Malleshwaram, Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka"
"ESI Hospital","hospital","13.004596","77.5540033","8/3, E Block, I Block, I Stage, Rajajinagar, E block, 2nd Stage, Rajajinagar, Bengaluru, Karnataka"
"Ramani Orthopaedic Hospital","hospital","13.0044307","77.5785238","5/19, 1st Main, Vyalikaval, Lower Palace Orchards, Guttahalli, Bengaluru, Karnataka"
"Atharva Ayurdhama Ayurvedic Hospital","hospital","13.004314","77.547749","233, 1st A Main Rd, West of Chord Road 2nd Stage, 2nd Stage, Mahalakshmipuram, Bengaluru, Karnataka"
"RICH CARE HOMEOPATHY","hospital","13.0015461","77.5721683","11th Cross Rd, HN Layout, Malleshwaram, Bengaluru, Karnataka"
"Poornayu Ayurveda Hospital","hospital","12.998238","77.551173","69/26, 19th Main, 19th Cross, Rajajinagar 1st Block, 1st Block, Rajajinagar, Bengaluru, Karnataka"
"Appllo Diagnostic","hospital","12.9981064","77.6008126","79/10, Nandi Durga Rd, Byadarahalli, Benson Town, Bengaluru, Karnataka"
"Supra Diagnostics Spine Care And Ortho Care Hospital","hospital","12.9969996","77.5730038","Sangeetha Apts, Malleshwaram, Bengaluru, Karnataka"
"K.C.General Hospital","hospital","12.9960244","77.5693714","89, 5th Cross Rd, Behind Police Station, Malleshwaram, Bengaluru, Karnataka"
"ESIC Model Hospital","hospital","12.9916924","77.5539007","620/A/1, 12th Main Rd, 2nd Block, Rajajinagar, Bengaluru, Karnataka"
"Government Hospital","hospital","12.9905045","77.5566355","172/A, 8th Main Rd, 2nd Block, Rajajinagar, Bengaluru, Karnataka"
"Esi Hospital Bangalore","hospital","12.9904985","77.5530924","3rd Block, Rajajinagar, Bengaluru, Karnataka"
"Government Hospital","hospital","12.9844963","77.5551801","20th Main Rd, 5 Block, 3rd Block, Rajajinagar, Bengaluru, Karnataka"
"Anupama Hospital","hospital","12.9831814","77.4787872","72/3 CIIQ, Magadi Main Road, Bel Layout, 2nd Phase, Near Karnataka Bank, Byadarahalli, Balaji Layout, Bedarahalli, Bengaluru, Karnataka"
"Sun Orthopaedic center","hospital","13.0332219","77.5549236",""
"St. Johns hospital Emergency ward","hospital","12.9305937","77.6186159",""
"Healing Hands Advanced Physiotherapy Clinic","hospital","12.9128623","77.5714903","4th Cross Road, Bangalore, 560078"
"Narayan Multispeciality clinic","hospital","12.9288444","77.5828703",""
"Adarsh Hospital","hospital","12.9208444","77.4847891",""
"clinic","hospital","12.9395279","77.586437",""
"Shree Manyata Hospitals","hospital","13.0544507","77.6316369",""
"Kidwai Cancer Institute Radiation Block","hospital","12.9355966","77.5971575",""
"Altius Hospital","hospital","13.0344639","77.6291947",""
"Maya Hospital","hospital","12.9365283","77.7046741",""
"Devi Eye Hospital","hospital","12.9556074","77.7216631",""
"Sahasra Hospital","hospital","12.9337751","77.7433234",""
"Cloudnine Hospital","hospital","12.8832909","77.5500857","Narayana Nagar, 1st Block, Doddakallasandra Village, Kanakapura Road, Bengaluru, 560062"
"My Dentist","hospital","12.9429852","77.5460604",""
"Siddanth Hospital","hospital","12.9563317","77.7305782",""
"Apollo Pharmacy","hospital","12.9263862","77.6766068",""
"Suraksha Hospital","hospital","13.048083","77.628791",""
"The Local Dentist","hospital","12.9094156","77.663997","HARLUR MAIN ROAD ,OPP.OZONE EVERGREEN SOCIETY GATE 1, Bengaluru, 560102"
"Janani Clinics","hospital","12.9918503","77.5437825","8th B Main Road, 3rd Stage, 2nd Block, Basaveshwaranagara, Basaveshwara Nagar, Bangalore, 560079"
"Lotus Hospital","hospital","12.9144825","77.6491563","24th Main Rd, Vanganahalli, 1st Sector, HSR Layout 5th Sector, Bengaluru,, bangalore, 560103"
"Ayaans Hospital","hospital","12.9782618","77.6435889",""
"NIMHANS Department Of Psychiatric and Neuro Rehabilitation","hospital","12.9400516","77.5954768",""
"Nimhans Mr-pet Center","hospital","12.9396498","77.5967825",""
"NIMHANS Physiotherapy Center","hospital","12.9402037","77.5954721",""
"Zymus Hospitals","hospital","12.8784742","77.5450234",""
"Cadabam's Hospitals","hospital","12.906071","77.5869281",""
"Fortis Hospital, Nagarbhavi","hospital","12.9596032","77.5112481","No 23, 80 Feet Road, Gurukrupa Layout"
"MEDSTAR Speciality Hospital","hospital","13.058128","77.5860405",""
"Span Health Center","hospital","12.9774449","77.6271297",""
"Smile Smart Dental & Implant Centre","hospital","12.8804891","77.6552588","Haralur Road, Electronic city post, 560100"
"Uvin Care Hospital","hospital","12.9778346","77.6282837",""
"Sai Sparsh Hospital","hospital","12.8933895","77.6368614",""
"Bengaluru City Hospital","hospital","12.9075935","77.5707809",""
"Aspire Hospital","hospital","12.9971683","77.6145878",""
"Dhee Hospital","hospital","12.8835095","77.550214","Kanakapura Road"
"Sai Thunga Hospitals","hospital","12.9240012","77.6481809",""
"Esha Hospital","hospital","13.098072","77.567378",""
"Chirag Global Hospital","hospital","12.9058817","77.6037517",""
"Manipal Hospital OPD","hospital","13.0624568","77.592227",""
"PMC Hospital","hospital","13.0065047","77.5545009",""
"New Varalakshmi Hospital","hospital","12.9988382","77.5550964",""
"Ashwini Hospital","hospital","13.0988482","77.5978974",""
"Apollo Cradle Children's Hospital","hospital","13.002768","77.5536287",""
"Motherhood Children's Hospital","hospital","13.0620051","77.5930638","Bellary Road"
"Abiramm Hospital","hospital","12.8728525","77.6515698",""
"Netradhama","hospital","12.99743","77.5510293",""
"Sri Sai Hospital","hospital","12.871395","77.6542581",""
"N/A","hospital","12.8841477","77.6492549",""
"Raksha Hospital","hospital","12.8892622","77.6505317",""
"St Philomenas Hospital OPD Building","hospital","12.9658506","77.6109015","Mother Teresa Road, 560047"
"Hiremath Hospital","hospital","12.9754354","77.5358965",""
"Gawai Hospital","hospital","12.9962739","77.6075693",""
"Dr. Agarwal's Eye Hospital","hospital","12.9678752","77.7500478",""
"Beams Hospitals Private Limited","hospital","12.9342277","77.6296323","640, 12Th Main, 80 Ft Road, 4Th Block, Koramangala"
"H Siddiah Referral Hospital","hospital","12.9569057","77.5824398",""
"Suraksha Hospitsls","hospital","12.939978","77.7467408",""
"Aria","hospital","12.9433908","77.7475266",""
"Shri Mokambika Women's Clinic, Child care and Nethralaya","hospital","12.9519863","77.4989075","Ullal Main Road, Bengaluru, 560056"
"Suraksha Diagnostic Centre","hospital","12.9519538","77.4990341","Ullal Main Road, Bengaluru, 560056"
"Cloud Nine","hospital","12.9566829","77.7414284",""
"Jindal Charitable Hospital","hospital","12.9937247","77.5539724",""
"Hosmat Hospitals","hospital","12.9644726","77.6143018","Palmgrove Road, Stage 2, Xavier Layout, Victoria Layout, 560047"
"Bangalore Gastro Centre","hospital","12.9160037","77.6523087",""
"Narayana Nethralaya","hospital","12.980602","77.7092104",""
"Nethradhama","hospital","12.9762006","77.7258334",""
"Sree Venkateshwara Hospital","hospital","12.9388501","77.7472104",""
"AMC Multispeciality Hospital","hospital","12.9296701","77.5764082",""
"Proteeth Dental","hospital","12.9346221","77.6284665","5th cross, 4th block, Bangalore, 560034"
"Trilife Hospital","hospital","13.0170153","77.6429262",""
"Big Hospitals","hospital","12.9405054","77.5848675",""
"Motherhood","hospital","13.0202419","77.6516186",""
"NASA Hospitals","hospital","13.0058328","77.6597392",""
"Bangalore Orthopeadic And Surgical Hospital","hospital","13.0219385","77.6385853","CMR Main Rd, 3rd Cross,2nd Block HRBR Layout, Kalyan nagar, Bangalore, 560043"
"Nano Hospitals","hospital","12.9070989","77.5460762","Dr. Vishnuvardhan Road, 560061"
"Sakra World Hospital","hospital","12.932315","77.6852483","akra World Hospital - SY NO 52/2, 52/3, Devarabeesanahalli, Varthur Hobli Opp Intel, Outer Ring Rd, Marathahalli, Bengaluru, 560103"
"Chinmaya Mission Hospital","hospital","12.9779337","77.6461885",""
"KLE Dental College","hospital","13.0305079","77.535667",""
"Health Centre","hospital","13.0157723","77.5638038",""
"K C General Hospital","hospital","12.9950532","77.5697431","Malleswaran"
"St Marthas Hospital","hospital","12.9708175","77.5857431","Office No-05, Nrupathunga Road"
"Vydehi Superspeciality Hospital","hospital","12.9681553","77.5950421","No.2 Vittal Mallya Road"
"Jayanagar General Hospital","hospital","12.9261175","77.592549","Near Balodhyana school Mysore, Jayanagara town Mysore, Jayanagara Main Road Mysore"
"Hospital Complex","hospital","12.9383683","77.5899069",""
"Sri Jayadeva Institute Of Cardiology","hospital","12.918526","77.599254","Jayanagar 9Th Block, B.G. Road, Banglore"
"HMT Hospital","hospital","13.04958","77.5509219",""
"BEL Hospital","hospital","13.0503387","77.5567647","Jalahalli Post"
"Fortis Hospitals, Bannerghatta Road","hospital","12.8947511","77.5985816","154/9, Bannerghatta Road, OppositeIIM-B"
"Apollo Hospital","hospital","12.89632","77.5983495","154/11, Opp, I.I.M, Bannerghatta Road"
"Bhagwan Mahaveer Jain Hospital","hospital","12.9914884","77.5952993",""
"Bowring and Lady Curzon Hospitals","hospital","12.9830115","77.6047116","Lady Curzon Road, Shivaji Nagar"
"Sir Haji Ismail Gosha Sait Hospital","hospital","12.9837175","77.599792","Venkataswamy Naidu Road, Shivaji Nagar, Bangalore"
"Government Veterinary Hospital","hospital","12.9641529","77.5676947",""
"Railways Hospital","hospital","12.9798353","77.5651105",""
"Baptist Hospital","hospital","13.0347249","77.5901708","138/1, Srinivasa Nagar, Devara Jeevanahalli, Bengaluru, Karnataka"
"ESI Hospital","hospital","12.9713479","77.6367243",""
"Railways Hospital","hospital","13.1041114","77.5829963","Yelahanka"
"KK Hospital","hospital","13.0971434","77.5893851","No: 9, A1, A2, Opp. MEC School, A-Sector Yelahanka"
"ESI Dispensary","hospital","12.992488","77.7062224","Graphite India Road, Hudi, Bangalore"
"Rajshekhar Hospital","hospital","12.9110143","77.5797725","No 21, 9Th Cross, B-78 Jp Nagar"
"Karunashraya","hospital","12.9574104","77.7134875",""
"Sankara Eye Hospital","hospital","12.9571436","77.7128215","Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road"
"Sparsh Hospital For Advanced Surgeries, Bengaluru Urban","hospital","12.9833345","77.5945358","# 146, Infantry Road, Prestige Opal Building, Opp Police Commissioners Office"
"Sri Sathya Sai Institute of Higher Medical Sciences","hospital","12.9808814","77.7303132",""
"Manipal Speciality Hospital","hospital","12.908884","77.5136186",""
"Manipal Hospital, Bengaluru Urban","hospital","12.9587074","77.6490296","No. 98, Rusthom Bhag, Airport Road"
"Chaitanya Nursing Home","hospital","13.0990774","77.5861467",""
"Radhakrishna Multispeciality Hospital","hospital","12.9409612","77.5455617","3/4, Sunrise Tower, J.P. Road, Girinagar"
"Rajalakshmi Multispeciality Hospital","hospital","12.9164637","77.5796155","VR Layout, J. P. Nagar, Bengaluru"
"Manipal Hospital","hospital","12.9585777","77.6481409",""
"Indiranagar Government Hospital","hospital","12.9829238","77.6446972",""
"Isolation Hospital","hospital","12.9839262","77.6436191",""
"Epidemic Disesase Hospital","hospital","12.9864155","77.6437586","Old Madras Road"
"Employees' State Insurance Corporation Model Hospital","hospital","12.9909528","77.5534579",""
"Vittala International Institute Of Ophthalmology, Hosakerehalli","hospital","12.9308127","77.5412224","#1,2nd Cross, 2nd Main,7Th Block, Banashankari 3Road Stage, Hosakerehalli"
"ISRO Employees Hospital","hospital","12.966082","77.656317",""
"Ramaiah Memorial Hospital","hospital","13.0282176","77.569775","M S R I T Nagar, New Bel Road"
"Hosmat Hospital","hospital","12.9691251","77.6133228","45 Magrath Road, Off Richmond Road"
"Victoria Hospital","hospital","12.9634957","77.5736948",""
"Manipal Hospital","hospital","13.050953","77.5938654","Kirloskar Business Park, Bellary Road Hebbal"
"Dasappa Maternity Hospital","hospital","12.9643477","77.5845256","Near Town Hall, Sjp Road , South"
"Isolation Hospital","hospital","12.9858278","77.6429649",""
"Sarvodaya Hospital","hospital","12.9803669","77.5390159","#11/2, Magadi Main Road ,Agrahara , Dasarahalli,Next To Raheja Park"
"Dasarahalli Referral Hospital","hospital","12.9773598","77.5428202","5th Main Road, 7th Cross Road, MC Layout, Vijaynagar"
"Nethra Eye Hospital","hospital","13.0271503","77.5768623","8, Poojary Layout, 80Ft. Road, Rmv Iind Stage,Sanjaynagar"
"Kidwai Memorial Institute of Oncology","hospital","12.936526","77.5981388","Dr.M.H Marigowda Road"
"Narayana Health","hospital","12.9904017","77.7335762","Sadarmangala Road, 560066"
"P.D. Hinduja Sindhi Hospital","hospital","12.9644407","77.5926745","1215 A Cross Sindhi Hospital Road, Sampangiramnagar"
"Nmpc Hospital","hospital","13.0224158","77.6580401","No. 66, 9Th Main , Horamavu Post Horamavu Main Road Banaswadi"
"Shri Krishna Sevashrama Hospital","hospital","12.9173301","77.5851028","#523, 10th Main,45th Cross, 5th Block, Jayanagar"
"Lions Seva Hospital","hospital","12.9555043","77.7053083",""
"Sreerampura Referal Hospital","hospital","12.9907432","77.5649082","Bhashyam Circle,Rajajinagar 5Th Block"
"HAL Hospital","hospital","12.9623685","77.6664034",""
"Pro MED Hospital","hospital","12.9294355","77.564005","Banashankari, Bengaluru"
"Apollo Speciality Hospital","hospital","12.9362818","77.5843424","21/2, 14th Cross, 3rd Block, Jayanagar"
"Sevakshetra Hospital, Bengaluru Urban","hospital","12.9216723","77.5721649","B 70, 27Th Cross Banashankari 2nd Stage Banashankari"
"Netradhama Hospital","hospital","12.9253024","77.5774064","Kanakapura Road"
"Subbaiah Hospital","hospital","13.0302068","77.560704","No. 31, M. S. Ramaiah Road, Mathikere"
"Fortis Hospitals Limited, Bengaluru Urban","hospital","12.9884932","77.5945504","14, Cunningham Road"
"ESI Hospital","hospital","12.9952564","77.6527138",""
"Milann Fertility Center","hospital","12.9788013","77.6380849","12th Cross"
"Sanjeevani Hospital","hospital","13.0116917","77.5438731","#761, 7th Main, Last Bus Stop, Near Swimming pool, Mahalakshmi Layout"
"Dr. Agarwal's Eye Hospital","hospital","12.9103586","77.600474",""
"Sanjay Gandhi Accident and Trauma Hospital","hospital","12.9356389","77.5935945",""
"Sanjay Gandhi Accident and Trauma Hospital","hospital","12.9357711","77.5939433",""
"Greenview Hospital","hospital","12.9191928","77.6381223",""
"Leprosy Hospital","hospital","12.9744546","77.5640222",""
"Ravi Kirloskar Memorial Hospital","hospital","13.0384676","77.527802","19, 2nd Main Road, 1st Phase Peenya Industrial Area"
"Dr. Agarwal Eye Hospital","hospital","13.0943148","77.58071",""
"Annasawmy Mudaliar General Hospital","hospital","12.9999803","77.6144986","No 1 Moore Market Square, Bourdillon Road, Fraser Town"
"Arth Ayurveda World","hospital","12.9685282","77.6457748","13th Main Road, Bangalore, 560008"
"Neha Prakash Hospital, Bengaluru Urban","hospital","13.1077314","77.5717299","# 8, V Phase, 6th Cross, New Town"
"Sri Lakshmi Venkateshwara Hospital","hospital","13.1056278","77.5772997",""
"Prolife Hospital","hospital","13.065084","77.5936343","Byatarayanapura, Bengaluru"
"Amrik Hospital","hospital","12.9829065","77.7478025",""
"Indicus","hospital","13.0146094","77.6464563","2nd Cross Road, 560043"
