"Name","Type","Latitude","Longitude","Address"
"Dr Raos Maternity Hospital","hospital","12.9850421","77.5460481","No 370.371,I Stage West Of Cord Road"
"Sagar Chandramma Hospitals","hospital","12.9485535","77.5748248",""
"Trilife Hospital","hospital","13.0169826","77.6432959","Kalyan Nagar, Bengaluru"
"Vignesh Lab and Diagnostics","hospital","13.0267226","77.6041132",""
"Apollo Cradle","hospital","12.9368104","77.6206345","No.58, 5th Cross, 18th Main Dhanlakshmi Bank Building"
"Shiva Kumaraswamy Building","hospital","12.9717049","77.5493718",""
"Myo Medex - Ace Speciality Clinic","hospital","12.8615976","77.5999324",""
"Stanford Speciality Hospital","hospital","12.911533","77.6764094","Kasvanahalli Road, Behind State Bank of Mysore, Sarjapur Road, Kaikondrahalli, Bangalore, 560035"
"Dr Mohan Nursing Home","hospital","12.9124371","77.6813917","Sarjapur Road, Bangalore, 560035"
"Sparsh Clinic","hospital","12.9072384","77.6755805","Kasavanahalli Road, Bengaluru, 560035"
"Raksha Orthopaedic And Multi Speciality Centre","hospital","12.9041502","77.6741043","Lake Shore HomesRoad, Amrita college road, off sarjapur road, Kasavanahalli, Bangalore, 560035"
"Narayana Nethralaya","hospital","12.8750879","77.5950098",""
"Naadi Ayurveda Center","hospital","12.9121008","77.6820003","Doddakannelli, Sarjapur Road, Bangalore, 560035"
"Kottakkal Arya Vaidya Sala","hospital","12.9217604","77.6618321","Service Rd, Agara, Iblur Village, Bellandur, Bengaluru, 560103"
"The Family Doctor & The Family Pharma","hospital","12.9122002","77.6818637","Sarjapur Main Rd, Kaikondrahalli, bangaluru, 560035"
"Life Care Hospital","hospital","12.9194712","77.6130111","No. 23/24, Om Complex, 20th Main, Gangothri Circle B.T.M. 1st Stage, Bangalore"
"Bhagavathi Hospitals Private Limited","hospital","12.9161259","77.6311505","#77, Kamarajar Salai,Arasamaram Pillaiyar Koil"
"Gunasheela Hospitals","hospital","12.9250105","77.6278708","Sulochana Building, 1st Cross Rd, 3rd Block, Sarjapura Main Road, Koramangala, bangalore, 560034"
"NRS Medical & Dental Specialists Centre","hospital","12.9151071","77.5624888","80 feet road,banashankari, bangalore, 560050"
"Anurag Medical Centre","hospital","12.9060641","77.6049776","Main Road, Chandra Layout, Vijayanagar,, bangalore, 560070"
"Sarvodaya Hospital","hospital","12.9390944","77.5619057","Magadi Main Road, bangalore, 560079"
"Indianova Healthcare Pvt Ltd","hospital","12.9703581","77.63022","3rd main shridi sai baba mandir road, Cambridge layout halasuru, Bangalore, 560008"
"Sky Diagnostic Centre kumbena agrahara","hospital","12.9977711","77.7548105","Kk White Castle Apartment, Vijaya Lakshmi Colony, Kumbena Agaraha Main Rd, Kadugodi, Bangalore, 560067,"
"Dr Rachna - Homeopathy","hospital","12.9179831","77.6691258","Sarjapur Main Rd, Bellandur, Bangalore, 560034"
"Regal Hospital","hospital","13.0830463","77.6347174","Thanisandra Main Road, Chokkanahalli, Bangalore, 560064"
"Thyrocare","hospital","13.0158543","77.7033173","Near Sathya Sai Lake Side Hospital, 3rd Main, Vinayaka Layout, Old Madras Road, Battarahalli, K.R. Puram, Vidya Nagar, Krishnarajapuram, Bengaluru, 560049"
"Welnext","hospital","12.9240063","77.6545058","Third Floor, H.S.R Agara Circle, Sarjapura, Outer Ring Rd, Agara Village, HSR Layout,, Bangalore, 560102"
"Employees State Insurance Dispensary","hospital","12.966771","77.5349228","17th Cross Rd, Service Road, Opp. Maruthi Mandir, TTMC Bus Stop, Govindaraja Nagar Ward, PF Layout, Vijayanagar, Bangalore, 560040"
"Dr Solankis Eye Hospital","hospital","12.9951627","77.5738144","No: 2, Sirur Park Road (Behind Natraja Theatre) Seshadripuram"
"Sri Sanjeevini Cold Laser Therapy","hospital","13.0053923","77.5713352","3rd Flr, Srikrupa, Nxt To Adiga Hotel, 15th Crs, Sampige Mn Rd, Malleswaram, bangalore, 560003"
"Dr. Bhargavi Reddy Women & Children Hospital","hospital","12.975403","77.6470594","Indiranagar 80ft Road, New Thippasandra, Hal 3rd Stage, Via Indira Nagar 80ft Road, bangalore, 560075"
"Axon Speciality Hospital","hospital","12.973892","77.6460904","6th Main Road, HAL 2nd Stage, Indira Nagar, BENGALURU, 560038"
"Bright Children's Clinic","hospital","12.9891818","77.689783","ORR Service Road, Shiva Ganga Layout, B Narayanapura, Mahadevapura, Bangalore, 560048"
"Sanjeevini Children & Women Clinic","hospital","13.0316481","77.6023154","Sultanpalya Main Road, Near-Bus Stand, R T Nagar, Bangalore, 560032"
"Procare Hospital","hospital","13.0203944","77.6512682","Outer Ring Road, BANGALORE, 560043"
"Parimala Health Care","hospital","12.9003193","77.6008061","Bannerghatta Road, Bangalore, 560076"
"Sriram Hospital, Bangalore","hospital","13.0087504","77.6939806","No. 107 / 2, Nishvasahaa Centre, Opposite Traffic Police Station Road, Old Madras Road, Krishnaparajapuram"
"K R Puram Super Speciality Hospital","hospital","13.0110115","77.6935975","3rd Main Road, Old Extension, Krishnarajapuram, Near Indane Gas, Bangalore, 560036"
"Maithri Nursing Home","hospital","13.0048396","77.7036425","Devasandram Main Road Enterance, Krishnarajapuram"
"N/A","hospital","12.9702741","77.6468603","12th Main, HAL II Stage, Indiranagar, Bangalore, 560038"
"Medic Star Hospital","hospital","12.9876871","77.6093097","17-1, Sepings Road Cross,Arunachala Mudaliar Road, Shivajinagar,Cole's Park- Taj Hotel"
"Hsis Gosha Hospital","hospital","12.9856985","77.6058578","Tasker Town, Near-KSPCB Limited, Shivaji Nagar, Sulthangunta, Shivaji Nagar, bangalore, 560051"
"Santosh Hospital","hospital","12.9959413","77.6082575","No. 6 / 1, Promenade Road, Behind Coles Park, Near Goodwill School"
"Hospital","hospital","12.9914123","77.6117329","St Johns Church Rd, Bharati Nagar, Shivaji Nagar, bangalore, 560001"
"Keva Ayurveda Health Care Pvt Ltd","hospital","12.9127062","77.6201668","7th Cross, 35th Main, BTM 2nd Stage,, Adjacent DSR Naveen Lake View Apartments, Karnataka, Bengaluru, 560076"
"Ayurvaid Hospital","hospital","12.9552696","77.6428508","230, Amarjyothi Layout, Off.Intermediate Ring Road, Domlur Extension"
"H B S Hospital","hospital","12.9891941","77.6037864","Sultan Gunta,, Cock Burn Rd, Sulthangunta, Shivaji Nagar, bangalore, 560051"
"St. Martha's Heart Centre","hospital","12.9705436","77.5834769","Nrupathunga Rd, RBI Colony, Sampangi Rama Nagar, Bangalore, 560001"
"Sumathi Nursing and Maternity Home","hospital","13.0325717","77.5582602","#426/12, 2 Cross,Mathikere Layout,Behind Canara Bank, bangalore, 560054"
"Desai Nursing Home","hospital","12.9863736","77.5793154","Kumarakrupa Road, High Grounds, Madhava Nagar, Gandhi Nagar, Bangalore, 560001"
"Fortis Hospital","hospital","12.9881648","77.5548179","West of Chord Road,, Opp Rajajinagar 1st Block Junction, bangalore, 560010"
"Healing Earth Multispeciality Ayurveda Hospital","hospital","12.9165359","77.6361865","HSR Ring Road, 5th Sector , HSR Layout, Karnataka, Bengaluru, 560034"
"Global Ayurveda Multispeciality Hospital","hospital","12.9165795","77.6362187","HSR Ring Road, 5th Sector , HSR Layout, Jakkasandra, 1st Block Koramangala, HSR Layout, Karnataka, Bengaluru, 560034"
"Brahmi Ayurvedic Center","hospital","12.8830054","77.6073285","12th Main Road, Behind Ingu Tengu Restaurant, Off Bannerghatta Road, Shantiniketan Layout, Karnataka, Bengaluru, 560076"
"Fj Merrit Hydrotherapy And Wellness","hospital","12.9344224","77.6299785","KAY ARR CORNER STONE 2nd Floor 80 Feet Road 4th Block, Koramangala,Karnataka, Bengaluru, 560034"
"Vedam Ayurveda Multispeciality Hospital","hospital","12.9175511","77.6039486","8th B Main Road, BTM Layout 1st Stage, KEB Colony, New Gurappana Palya, BTM Layout 1, Karnataka, Bengaluru, 560029"
"Ayur jagruti","hospital","12.9667253","77.6378289","10th Cross Rd, Doopanahalli, Indiranagar, Karnataka, Bengaluru, 560008"
"Herbocare Hospital Pvt","hospital","13.0204424","77.6440607","4th B Cross, 7th A Main, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore, 560043"
""" NRS Medical & Dental Specialists Centre""","hospital","12.9378359","77.5573329","80 Feet Road, 1st Stage, Srinivasa Nagar, Banashankari, Bangalore, 560050"
"Tele Rad RX DX Health care Pvt Ltd","hospital","12.9992982","77.7575636","First Floor Above Dominos Pizza Opposite Sai Baba Ashram Kadugodi, Kadugodi, bangalore, 560067"
"Chiranjeevi Hospital & Maternity Home","hospital","12.9386994","77.5518394","2nd Main, Bsk 1st Stage, 80 Feet Road, Srinivasa Nagar,Sree Manjunatha Temple Street, bangalore, 560050"
"Vinayaka Hospital, Hanumantha Nagar","hospital","12.9373748","77.5494778","110, 1st Main, Sbm Colony, Bsk 1st Stage Hanumantha Nagar"
"Diavista Diabetes & Multispeciality Hospital","hospital","12.9354293","77.5477956","11th Cross, 2nd Main, 80ft Main Road, SBM Colony, Giri Nagar 4th Phase, Banglore, 560050"
"Meenakshi Hospital","hospital","12.9420715","77.553698","50 Feet Road, Bengaluru, 560085"
"Medi-Tech Multi Speciality Hospital","hospital","12.9408667","77.5603657","#795/1, 9Th Main ,Bsk 1st, Stage,2nd Block,Hanumantha Nagar"
"Kusuma Hospital","hospital","12.9420124","77.5506918","Nagendra Block, 50ft Road, 10th Main Rd, Srinagar, Banashankari, bangalore, 560050"
"Ring Road Hospital","hospital","12.9274553","77.5516293","1st Main Road, Kathreguppe Cross Road, Kathreguppe, Banashankari 3rd Stage, Bangalore, 560085"
"Pulse Multispecialty Hospital","hospital","12.9389007","77.5438808","20th Main Road, Muneshwara Block, Girinagar, 1st phase Girinagar, Kadavanthra, Banashankari, bangalore, 560085"
"Surya Galaxy Hospital","hospital","12.9316792","77.5450887",",2nd Main,1st Block,4th Phase,Kathriguppe,BSK 3rd Stage, Water Tank Road, Banashankari, bangalore, 560085"
"Wellness Ever","hospital","12.9593576","77.7461682","Sai Harsha Towers, 2nd floor, Opp Forum Value Mall, Above HDFC Bank,, Whitefield Main Road"
"Hair Loss Treatment in Bangalore - Hairline International","hospital","12.9566858","77.7419283","MCC Tower, Opposite Sigma Tech Park, Varthur Kodi, Varthur Main Rd, Ramagondanahalli, Whitefield, Bengaluru, 560066"
"Surya Diagnostics and Health Services","hospital","12.9242825","77.6170883","Hosur Road, Madiwala, Venkateshwara Layout, Sadduguntepalya, Bangalore, 560029"
"Nimi dental bangalore","hospital","13.0090882","77.6918556","3rd Floor, Nishvasaha Centre, Opp. Traffic Police, Old Madras Road, K.R.Puram, Bangalore, 560036"
"New Life Hospital bangalore","hospital","12.9967611","77.7591252","Opposite Whitefield Railway Station, Kadugodi, Bangalore, 560067"
"Ayushman Ayurvedic therapy centre","hospital","12.9946163","77.6023871","Millers Rd, Cantonment Railway Quarters, bangalore"
"Pristine Hospital","hospital","12.9984229","77.5403887","Dr. Modi Hospital Road, 2nd stage extension, Bangalore, 560010"
"Sri Vinayaka Hospital","hospital","12.9575029","77.5276466","#1222, 80, Feet Road, Chandra Layout"
"Shathayu Ayurveda Wellness Centre","hospital","12.9573897","77.5276882","14th Main Road, Bangalore, 560040"
"Hospital Sharavathi","hospital","12.9594984","77.5275515","30 Service Road Rpc Layout Vijaynagar, Chandra Layout, Bangalore, 560040"
"Arogya Kendra","hospital","12.9735891","77.5443283","Adichunchangiri Shopping Complex Adichunchangirishpgcplx Vjyngrb40 Vijaynagar, Attiguppe, Bangalore, 560040"
"The Family Doctor Malleswaram","hospital","13.0029689","77.5526666","10A Crossroad, bangalore, 560010"
"Venkat Charmalaya","hospital","12.9644231","77.5333324","7 Subbanna Garden Vijaynagar, Attiguppe, Bangalore, 560040"
"V Care Medical Systems P Ltd","hospital","12.9787049","77.5403581","S V Complex Magadi Main Vijaynagar, Magadi Road"
"Manasa Hospital","hospital","12.968821","77.5246297","189, Shiva Complex, Shivananda Nagar, Near Vijay Bank, Moodalapalya"
"Saikrupa Hospital For Women's and Surgical Centre","hospital","12.9691657","77.5351921","20th B Cross, Marenahalli Main Road, Vijayanagar"
"Cutis Academy of Cutaneous Sciences","hospital","12.9768117","77.5449094","4th Main, MRCR Layout, Vijayanagar, Behind Godrej Interio, Near Veeresh Theatre, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bangalore, 560040"
"Shreya Hearing Clinic","hospital","12.9621516","77.533401","Chord Road, Bangalore, 560040"
"Acura Speciality Hospital","hospital","12.9353208","77.6205504","435, Acura Hospital, 18th Main, 6th Block, Koramangala"
"Prasad Nethralaya","hospital","12.9603312","77.5300796","Widia Layout, Chandra Layout Main Road, Govindaraja Nagar Ward, Widia Layout, Vijayanagar, Bangalore, 560040"
"Vijayanagar Global Hospital","hospital","12.9717905","77.5372864","17th Cross, Near Main Bus Stand, M.C. Road, Vijayanagar, Bangalore, 560040"
"Blossom Infertility Center","hospital","12.9649703","77.5389842","1st Floor, Next to Sai Prasadam Hotel, 5th Main Rd, Hampi Nagar 2nd Stage, RPC Layout, Bangalore, 560040"
"Padmashree Nursing Home and Maternity Home","hospital","12.958321","77.5350434","1108/30 10Th Main 4Th Cross, Rpc Layout, Vijayanagar, Bangalore, 560040"
"N/A","hospital","12.9639998","77.5302683","1st Main Rd, Kaveri Layout, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar, Bangalore, 560040p"
"Dhanush Hospital","hospital","12.9706209","77.5151893",", Byraveshwara Nagar, 2nd Main, Moodalapalya, Nagarabhavi Main Road, 2nd Block, Govindaraja Nagar Ward, Bangalore, 560072"
"S K Hospital, Bengaluru Urban","hospital","12.957572","77.5184436","No3 Ist Cross Janabharathi Road Nagarabhvi Circle"
"Green City Hospital, Bengaluru Urban","hospital","12.9062193","77.580682","#726, 17Th Cross, 6Th Phase, J.P. Nagar"
"The Homoeo World","hospital","12.9947201","77.5715879","2nd Cross Rd, Malleshwaram, Bangalore, 560003"
"Modern Family Doctor Pvt Ltd","hospital","12.9698405","77.5327211","1st Main Rd, Kaveri Layout, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar,, Bangalore, 560040"
"Oxford Hospital","hospital","12.9312101","77.5756907","Mnr Arcade, Saraki Gate, Kanakapura Road, Saraki Gate, Bangalore, 560078"
"R R Hospital & Trauma Centre","hospital","12.9059465","77.5904192","8th cross, Gangadhar Nagar, 100 Feet Ring Road, J P Nagar,, Bangalore, 560078"
"M N Speciality Clinic","hospital","12.9039905","77.5859569","24th Main Rd, KR Layout, 1st Phase, JP Nagar, bangalore, 560078"
"Prashanth Hospital","hospital","12.9067129","77.6265085","Bommanahalli Circle, Hosur Main Road, Bangalore, 560068"
"Parimala Health Care","hospital","12.9009278","77.5986641","Bannerghatta Road, Near Kalyani Kala Mantap, Bilekahalli, 2nd Cross Rd,, Ram Shetty Nagar, Bilekahalli, Bangalore, 560076"
"Sri Ram Hospital","hospital","13.0096231","77.6924713","Nishvasaha Centre, Old Madras Main Road, Opposite-Traffic Police, Station, K R Puram, Bangalore, 560036"
"Vijay Diagnostic Centre","hospital","12.9458746","77.5877756","3rd Main,KEB Layout, BTM Layout  1, bangalore, 560029"
"Dr Lal PathLabs","hospital","12.924274","77.5680927","Ground Floor, 1st Phase, 2nd Stage, Oppo. Ias Colony Ground, BTM Layout, Mahadeshwara Nagar, Stage 2, BTM 2nd Stage, Bangalore, 560068"
"Welnext","hospital","12.9242869","77.6532853","H.S.R Agara Circle, Sarjapura, Outer Ring Rd, Agara Village, HSR Layout, Bangalore, 560102"
"Sri Sai Ram Hospital","hospital","12.8943049","77.5682821","No.6 J.C.Industrial Area, Yelechenahalli"
"Tamara Hospital & IVF Centre","hospital","13.0044499","77.5530755","Vidhya Vardhaka Sangha Road, bangalore, 560010"
"ChanRe Rheumatology and Immunology Center and Research","hospital","12.995573","77.5354215",""
"Anupama Hospital","hospital","12.9838763","77.4788534",""
"Deepa Hospital","hospital","13.0120509","77.6998816","#27, Old Madras Road"
"Manasa Hospital, Vijayanagar","hospital","12.9709463","77.5451059","No. 318, 6Th Main,2nd Cross,Vijayanagar"
"Agarahara Government Hospital","hospital","13.0957329","77.6273067","Agrahara Badavane, Bengaluru"
"Nagarathna Hospital","hospital","12.9056092","77.5426964","Dr. Vishnuvardhan Road, 560061"
"Ramana Rao's clinic","hospital","13.0130826","77.5761449",""
"Government Maternity Home","hospital","12.9983402","77.6200927",""
"Lucid Medical Diagnostics","hospital","12.9306876","77.5794541","3 Main Road, 560082"
"Cauvery Orthopaedic Centre","hospital","12.9984887","77.5504219","No. 408, 20Th Main, 1st Block,Opp Swathi Hotel, Woc Road, Rajajinagar"
"Apollo Bengaluru Cradle Limited, Jayanagar","hospital","12.9168014","77.5851878","No.25, 46th Cross, 5th Block, Jayanagar"
"Nethradhama Superspeciality Eye Hospital, Rajajinagar","hospital","12.997613","77.5509423","No.607/77, 1st Main, Dr.Rajkumar Road, Rajajinagar 2nd Block"
"NIMHANS - Ashwini Block","hospital","12.9397588","77.59445",""
"Sathya Sai Lake Side Ortho Hospital","hospital","13.0215807","77.7128053","Road , Casross Opposite Tc Palya Bus Store Old Madars Road"
"Comfort Multispeciality Hospital","hospital","12.9817167","77.6800412","SRR Arcade, C.V. Raman Nagar, Kaggadasapura, Bengaluru"
"National Institute of Mental Health and Neuro Sciences","hospital","12.9400669","77.5931597","Lakkasandra, Wilson Garden, Bangalore, Karnataka, India"
"NBRC(National Brain Research Center)","hospital","12.9404277","77.5988406",""
"Dr. Roshni's Tooth Planet Dental Clinic","hospital","12.9876335","77.6851595","DRDO Phase 2 Main Road, Bengaluru, 560048"
"Cambridge Hospital","hospital","12.9716236","77.6273835","No 18/17, Cambridge Road, Ulsoor"
"Respigen healthcare","hospital","12.9555357","77.5918347",""
"Doctor's diagnostics Centre","hospital","13.014746","77.6357881",""
"Hosmat Hospital","hospital","13.0080001","77.5837482",""
"Cloudnine Hospital Pvt. Ltd.","hospital","12.9597752","77.6569127","#115,Kodihalli,Old Airport Road"
"Subramanium Medicine Store","hospital","13.0090912","77.656317",""
"Chaya Super Speciality Hospital","hospital","13.0104342","77.6583242","6C - 335, 4Th C Main Road, 6Th Cross Ombr Layout Bhuvanagiri"
"Altius Hospital","hospital","12.9849537","77.5569222","6/63, 59Th Cross, 4Th Block, Rajajinagar Entrance, Mei Polytechnic, Rajajinagar"
"Bangalore Diabetes Hospital","hospital","12.9918415","77.5968531",""
"NU Hospitals","hospital","13.011845","77.5526061",""
"V. S. Achar Multispeciality Hospital","hospital","12.9472091","77.5966914","196, 10Th Cross, Wilson Gardens"
"Nature Cure Hospital","hospital","12.933223","77.5842632","No.1537/1, 9th Main Road, 3rd Block, Jayanagar"
"Government Hospital","hospital","12.966103","77.5549647",""
"Emergency Block , NIMHANS","hospital","12.9403849","77.5945391",""
"Usha Vikranth Diagnostic Center and Hospital","hospital","12.9138086","77.5273633",""
"Nethradhama Superspeciality Eye Hospital","hospital","12.9719805","77.6474011","# 66, Indiranagar Double Road, Hal 2nd Stage"
"Telerad RXDX Kadugodi","hospital","13.0028637","77.7569157",""
"Care Health","hospital","13.0552027","77.6028234","Bhuvaneswari Nagar, Hebbal Kempapura, Bengaluru"
"Sri Shankara Cancer Hospital And Research Centre (A Service Unit Of Sscf)","hospital","12.9542624","77.5709473","1st Cross, Shankarapuram, Basavanaagudi"
"Vathsalya Speciality Hospital","hospital","12.9939752","77.5391801","565 Iii Stage 4Th Block"
"Lakeside Medical Centre and Hospital","hospital","12.9878631","77.6177434",""
"Maruthi Hospital","hospital","12.9677607","77.5413282","No.14 , Maruthi Nagar , Near Maruthi Temple , Nagarbhavi Main Road"
"Aparna Hospital","hospital","12.9362087","77.616947",""
"Apollo Spectra Hospitals","hospital","12.9338175","77.6201615",""
"Sankeerthana Hospital and Fertility Center","hospital","12.9256013","77.6359638","No. 8, 1st Main Road 1st Block, Koramangala"
"Jayashree Multi Specilaity Hospital","hospital","12.881611","77.6260763","#25,26,27, B Block, Viswapriyanagara, Near Chowdeshwari Temple, Begur"
"Bangalore Prime Hospital","hospital","13.066842","77.6390545",""
"CyteCare","hospital","13.118638","77.6078781",""
"Shiva Vision Care","hospital","12.9366526","77.6277125",""
"Medical Center","hospital","13.0711049","77.5781394",""
"Sujatha Hospital","hospital","12.9781293","77.6372391",""
"Patil Hospital","hospital","13.011214","77.6979598","Sri Thimappa Complex, Old Madras Road, KR Puram, Below Syndicate Bank, Bangalore, 560036"
"The Eye Surgical Centre","hospital","12.9821954","77.5493143","1032, 5th Block Opp Ganesh Temple, Chor Road Rajajinagar"
"Omega Multispeciality Hospital","hospital","13.1001877","77.5813432","Yelahanka New Town, Bengaluru"
"NDR Hospital","hospital","13.0957808","77.5792872",""
"Venus Bone & Joint Centre","hospital","13.0665572","77.59647",""
"Lourdes High School","hospital","13.0182102","77.540004",""
"Boregowda Lingamma Hospital","hospital","13.016705","77.539386",""
"Kanva Hospital","hospital","13.0175606","77.5394308",""
"Kengeri Upanagara Government Hospital","hospital","12.9156896","77.4808065","NEAR COLLAGE, RAILWAY STATION"
"Yogananda Multi Speciality Hospital","hospital","12.9158516","77.5593919","Padmanabhanagar, Bengaluru"
"Dr. Agrawal's Eye Hospital","hospital","12.9998982","77.5501121","Laxmi, No.20, Shankarmutt Main Road"
"Ashok Hospital","hospital","12.9948905","77.5347984","No.65,N.H.C.S. Layout,3Road Stage,4Th Block,Basaveshwar Nagar,Kamalanagar Main Road"
"Balaji Hospital and Gastroenterology Center","hospital","12.9376087","77.5666429","#118, 5 Th Main , 7Th Cross, N R Colony , Bull Temple Road"
"Abhay Hospital","hospital","12.9517481","77.4939886","#43/2, 3Road Cross, OppositeSaroja Memorial School, Jnanajyothi Nagar, Ullal Main Road"
"Chaitanya Hospital","hospital","13.0237316","77.5941463","No 80, P&T Colony R T Nagar"
"Dr. B. Venkatasubbarao Memorial Hospital","hospital","12.9981979","77.568151","53, 7Th Cross , 4Th Main Road, Malleswaram"
"South City Hospital, Bengaluru Urban","hospital","12.9497745","77.5802779","#53/1 (45), Shalini,Susheela Road,Lalbagh Upparahalli ( Lalbagh West Gate)"
"Sri Sai Hospital, Bengaluru Urban","hospital","13.0370143","77.6238732","#978, 18Th Cross,14Th Main, 5Th Block, 1st Stage,H.B.R.Layout"
"Jupiter Hospital And Institute Of Vascular Surgery","hospital","12.9998457","77.5663653","28, 7Th Main 9Th Cross, Malleshwaram"
"Shreyas Hospital, Bengaluru Urban","hospital","12.9829857","77.5309655","No. 2/3, 5Th Main Shiva Complex, Kamakshipalya, Nagadimain Road , Opp Vishal Theatre"
"Ashirwad Hospital","hospital","13.0289685","77.6045479","# 125 1st Cross Bhuwaneshwarinagar Sultanpalya Main Road R T Nagar Post"
"N.D.R. Hospital","hospital","13.0965172","77.5787745","2118, 12Th Main RoadB Sector, 3Road Phase Yalahanka New Toen"
"Asha Kiran Children & Women Health Care Centre","hospital","13.0263529","77.5933929","# 9 80 Fet Road H M T Layout R T Nagar"
"Radha Maternity and Surgical Hospital","hospital","12.9690441","77.5688544","No.71, Mill Road, Cottonpet"
"Hitech Kidney Stone Hospital, Bengaluru Urban","hospital","12.9878104","77.5809833","No.6/7, Crescent Road Cross, Kumar Park East"
"Sri Dhavantari Ayurveda Hoapital","hospital","12.9822186","77.5599374","1033,4 Th Block Dr Rajdumar Road"
"Vaidyam Hospital","hospital","12.9845512","77.5528322","No. 851/D , 5Th Block , Rajajinagar , 60Th Cross"
"Suresh Hospital - Bangalore","hospital","12.9897745","77.5551014","723 / B Main E S I Hospital Raod, 3Road Block, Rajajinagar"
"Lakshmi Maternity Home","hospital","13.0058226","77.5694512","No. 95 and 96, Margosa Road, 15Th Cross, Malleswaram"
"Manjunatha Maternity Home and Surgical Centre","hospital","13.0077265","77.5696993","# 90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram"
"Samprathi Eye Hospital And Squint Centre","hospital","12.9932806","77.580691","# 111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)"
"Shankara Nethralaya Eye Hospital","hospital","13.0089953","77.5406188","41-42/5 7Th Cross, Saraswathipuram, Nandini Layout, Main Road"
"Supra South City Hospital","hospital","12.8919509","77.5799654","No.2, Chandra Complex,J.P.Nagar, 7Th Phase,Puttenahalli,OppositeRbi Cly"
"ChanRe Rheumatology and Immunology Center and Research","hospital","12.9992083","77.550269","No. 414/65, 20th Main, West of Chord road, 1st Block, Rajajinagar, Bangalore"
"Chandana Hospital","hospital","12.9579894","77.5114394","54, 4th cross,4th main, NGEF Layout, Nrupathunganagar, Nagarabhavi, Bengaluru, Karnataka 560072"
"J M J Hospital, Bengaluru Urban","hospital","13.0398217","77.6230843","Nagarwara"
"Sri Krishna Hospital","hospital","12.9215013","77.5655432","No 154, 17 Th Main, 29 Th Cross, Near Bnm Institution"
"Malleswaram Eye Day Care Hospital - Bengalore","hospital","12.9966677","77.5716037","24/1 5Th Cross Malleswaram"
"Mahaveer Eye Hospital Private Limited","hospital","12.9933551","77.5729595","No.02, Sirur Park Road, Seshadripuram"
"Bilva Hospital","hospital","12.9989833","77.5802015","No.21,22,2nd Main Road, Palace Guttahalli"
"Nethradhama Superspeciality Eye Hospital, Jayanagar","hospital","12.9256932","77.5773127","256/14, Kanakapura Main Road, 7th Block, Jayanagar"
"Dr Agarwals Eye Hospital Ltd","hospital","12.9122295","77.5994906","C K Emerald, No-10,N S Palya Kaveriappa Industrial Area, Bannergatta Road"
"Sri Venkateshwara Hospitals","hospital","12.926471","77.6167399","#86 Hosur Main Road, Madivala"
"Nova Specialty Surgery Center, Koramangala","hospital","12.9339097","77.620208","Opus, 143, 1st Cross, 5th Block, Koramangala"
"C.S. Hospital","hospital","12.9118831","77.5528805","Dr.Gurappa Naidu Complex, Opposite Komarla Brigade Residency. Uttarahalli Main Road, Chikkalasandra"
"Sri Kalabyraveshwara Swamy Ayurvedic Medical College hospital","hospital","12.9650437","77.5435022","No.10, Pipeline Road, RPC Layout, Vijayanagar, 2nd Stage"
"Anugraha Hospital, Vijayanagar","hospital","12.9765645","77.5455876","No 18/2, 1st Cross, M.C. Layout, Vijayanagar"
"Apple Hospital","hospital","13.103924","77.5837862","No.32/1, Maruthi Complex,M S Nagar Bus Stop,Banaswadi Road"
"Amar Hospital","hospital","12.9711822","77.5781228","7Th Cross, Rangaswamy Temple Street"
"Retina Institute Of Karnataka","hospital","12.95727","77.5640827","# 122, 5th Main Road, Chamarajpet"
"The Venlakh Hospital","hospital","12.9572978","77.5644522","123, 5Th Main Road, Chamarajpet"
"Vishwabharathi Hospital Pvt. Ltd","hospital","12.9406698","77.5644596","No.10/4 & 10/5, 3Road Main Road, Hanumanthanagar"
"Sunetra Eye Hospital, Bengaluru Urban","hospital","12.9404548","77.5578493","No 519/34, 2nd Cross 10Th Main, Bsk 1st Stage Banashankari"
"Sri Vivekananda Sevashrama","hospital","12.9253299","77.5711893","No. 39, 8Th B Main Raod, Bsk 2nd Stage"
"Saraswathi Hospital","hospital","12.9276382","77.568896","# 39, 17Thc Cross, 8Thb Main, Banashankari Ii Stage"
"Narayana Multispeciality Hospital","hospital","12.9894936","77.7337486","Plot No.3 and 4, Sadaramangala Industrial Area, Near Itpl"
"National Institute of Mental Health and Neuro Sciences","hospital","12.9386321","77.5944105","Hosur Road"
"Netraspandana Healthcare and Research Pvt. Ltd","hospital","12.9291283","77.5461361","No.160, 1st Floor,Rashi Complex,2nd Stage,2nd Block,Near Bda Complex, Nagarabhavi"
"North City CT Scan","hospital","13.0945892","77.594104","No 150/3 Jnrt Mansion B.B. Road"
"Nu Trust","hospital","12.9176216","77.5550705","Bkf Chand , Nephro- Urology Centre, Ca - 6,15Th, Main Street, 11Th Cross, Padmanabhanagar"
"Padmavathi Hospital, Bengaluru Urban","hospital","12.9817311","77.5333714","67/1, H V R Complex Magadi Main Road Kanakapura"
